Rule category,Antecedent (English),Consequent (English),support,confidence,lift,leverage,conviction,antecedent_count,rule_count,Antecedent (original),Consequent (original)
All mined rules,HazardMode: Fall/slip; Location: Heading face; Shift: Day shift,Team: Tunneling team,0.0128205128205128,1.0,3.836065573770492,0.0094784133245671,,3,3,HazardMode:摔;Loc:掘进头;Shift:早班,Team:掘进队
All mined rules,HazardMode: Fall/slip; Job: Tunneling worker; Location: Heading face; Shift: Day shift,Team: Tunneling team,0.0128205128205128,1.0,3.836065573770492,0.0094784133245671,,3,3,HazardMode:摔;Job:掘进工;Loc:掘进头;Shift:早班,Team:掘进队
All mined rules,Activity: Tunneling; HazardMode: Fall/slip; Shift: Day shift,Team: Tunneling team,0.0128205128205128,1.0,3.836065573770492,0.0094784133245671,,3,3,Act:掘进;HazardMode:摔;Shift:早班,Team:掘进队
All mined rules,Activity: Tunneling; HazardMode: Fall/slip; Location: Heading face; Shift: Day shift,Team: Tunneling team,0.0128205128205128,1.0,3.836065573770492,0.0094784133245671,,3,3,Act:掘进;HazardMode:摔;Loc:掘进头;Shift:早班,Team:掘进队
All mined rules,Activity: Tunneling; HazardMode: Fall/slip; Job: Tunneling worker; Shift: Day shift,Team: Tunneling team,0.0128205128205128,1.0,3.836065573770492,0.0094784133245671,,3,3,Act:掘进;HazardMode:摔;Job:掘进工;Shift:早班,Team:掘进队
All mined rules,Activity: Tunneling; HazardMode: Fall/slip; Job: Tunneling worker; Location: Heading face; Shift: Day shift,Team: Tunneling team,0.0128205128205128,1.0,3.836065573770492,0.0094784133245671,,3,3,Act:掘进;HazardMode:摔;Job:掘进工;Loc:掘进头;Shift:早班,Team:掘进队
All mined rules,Activity: Tunneling; Body: Multiple bones,Team: Tunneling team,0.0128205128205128,1.0,3.836065573770492,0.0094784133245671,,3,3,Act:掘进;Body:多处骨头,Team:掘进队
All mined rules,Activity: Tunneling; Body: Multiple bones; Location: Heading face,Team: Tunneling team,0.0128205128205128,1.0,3.836065573770492,0.0094784133245671,,3,3,Act:掘进;Body:多处骨头;Loc:掘进头,Team:掘进队
All mined rules,Body: Hand; Team: Roadway support team,HazardMode: Squeezing,0.017094017094017,0.5714285714285715,3.820408163265306,0.0126196215939805,1.9843304843304843,7,4,Body:手;Team:修护队,HazardMode:挤
All mined rules,HazardMode: Struck by object; Team: Tunneling team,Body: Leg,0.0256410256410256,0.7499999999999999,3.8152173913043472,0.018920300971583,3.2136752136752125,8,6,HazardMode:砸;Team:掘进队,Body:腿
All mined rules,Activity: Coal mining; Shift: Night shift,Job: Coal miner,0.0256410256410256,0.7499999999999999,3.8152173913043472,0.018920300971583,3.2136752136752125,8,6,Act:采煤;Shift:夜班,Job:采煤工
All mined rules,Activity: Coal mining; Shift: Night shift; Team: Coal mining team,Job: Coal miner,0.0256410256410256,0.7499999999999999,3.8152173913043472,0.018920300971583,3.2136752136752125,8,6,Act:采煤;Shift:夜班;Team:采煤队,Job:采煤工
All mined rules,Body: Foot; Location: Coalface,Job: Coal miner,0.0256410256410256,0.7499999999999999,3.8152173913043472,0.018920300971583,3.2136752136752125,8,6,Body:脚;Loc:采煤工作面,Job:采煤工
All mined rules,Body: Foot; Location: Coalface; Team: Coal mining team,Job: Coal miner,0.0256410256410256,0.7499999999999999,3.8152173913043472,0.018920300971583,3.2136752136752125,8,6,Body:脚;Loc:采煤工作面;Team:采煤队,Job:采煤工
All mined rules,Location: Coalface; Shift: Night shift; Team: Coal mining team,Job: Coal miner,0.0256410256410256,0.7499999999999999,3.8152173913043472,0.018920300971583,3.2136752136752125,8,6,Loc:采煤工作面;Shift:夜班;Team:采煤队,Job:采煤工
All mined rules,Activity: Maintenance; Team: Coal mining team,Job: Coal miner,0.0128205128205128,0.7499999999999999,3.8152173913043472,0.0094601504857915,3.2136752136752125,4,3,Act:检修;Team:采煤队,Job:采煤工
All mined rules,Activity: Maintenance; Shift: Day shift; Team: Coal mining team,Job: Coal miner,0.0128205128205128,0.7499999999999999,3.8152173913043472,0.0094601504857915,3.2136752136752125,4,3,Act:检修;Shift:早班;Team:采煤队,Job:采煤工
All mined rules,HazardMode: Squeezing; Team: Coal mining team,Job: Coal miner,0.0128205128205128,0.7499999999999999,3.8152173913043472,0.0094601504857915,3.2136752136752125,4,3,HazardMode:挤;Team:采煤队,Job:采煤工
All mined rules,Body: Hand; HazardMode: Struck by object; Team: Coal mining team,Job: Coal miner,0.0128205128205128,0.7499999999999999,3.8152173913043472,0.0094601504857915,3.2136752136752125,4,3,Body:手;HazardMode:砸;Team:采煤队,Job:采煤工
All mined rules,Body: Hand; Shift: Night shift; Team: Coal mining team,Job: Coal miner,0.0128205128205128,0.7499999999999999,3.8152173913043472,0.0094601504857915,3.2136752136752125,4,3,Body:手;Shift:夜班;Team:采煤队,Job:采煤工
All mined rules,Body: Foot; Location: Track gate road; Shift: Day shift,Job: Coal miner,0.0128205128205128,0.7499999999999999,3.8152173913043472,0.0094601504857915,3.2136752136752125,4,3,Body:脚;Loc:轨道顺槽;Shift:早班,Job:采煤工
All mined rules,Activity: Tunneling; Body: Leg; Shift: Day shift,HazardMode: Struck by object,0.0128205128205128,0.7499999999999999,3.8152173913043472,0.0094601504857915,3.2136752136752125,4,3,Act:掘进;Body:腿;Shift:早班,HazardMode:砸
All mined rules,Activity: Tunneling; HazardMode: Struck by object; Shift: Day shift,Body: Leg,0.0128205128205128,0.7499999999999999,3.8152173913043472,0.0094601504857915,3.2136752136752125,4,3,Act:掘进;HazardMode:砸;Shift:早班,Body:腿
All mined rules,Activity: Tunneling; Body: Leg; Shift: Day shift; Team: Tunneling team,HazardMode: Struck by object,0.0128205128205128,0.7499999999999999,3.8152173913043472,0.0094601504857915,3.2136752136752125,4,3,Act:掘进;Body:腿;Shift:早班;Team:掘进队,HazardMode:砸
All mined rules,Activity: Tunneling; HazardMode: Struck by object; Shift: Day shift; Team: Tunneling team,Body: Leg,0.0128205128205128,0.7499999999999999,3.8152173913043472,0.0094601504857915,3.2136752136752125,4,3,Act:掘进;HazardMode:砸;Shift:早班;Team:掘进队,Body:腿
All mined rules,Body: Foot; Job: Repair worker; Shift: Middle shift,HazardMode: Struck by object,0.0128205128205128,0.7499999999999999,3.8152173913043472,0.0094601504857915,3.2136752136752125,4,3,Body:脚;Job:检修工;Shift:中班,HazardMode:砸
All mined rules,Activity: Roadway repair; Body: Foot; Job: Repair worker,HazardMode: Struck by object,0.0128205128205128,0.7499999999999999,3.8152173913043472,0.0094601504857915,3.2136752136752125,4,3,Act:巷修;Body:脚;Job:检修工,HazardMode:砸
All mined rules,Activity: Roadway repair; Body: Foot; Job: Repair worker; Team: Roadway support team,HazardMode: Struck by object,0.0128205128205128,0.7499999999999999,3.8152173913043472,0.0094601504857915,3.2136752136752125,4,3,Act:巷修;Body:脚;Job:检修工;Team:修护队,HazardMode:砸
All mined rules,HazardMode: Struck by object; Job: Tunneling worker; Location: Heading face; Shift: Day shift,Body: Leg,0.0128205128205128,0.7499999999999999,3.8152173913043472,0.0094601504857915,3.2136752136752125,4,3,HazardMode:砸;Job:掘进工;Loc:掘进头;Shift:早班,Body:腿
All mined rules,HazardMode: Struck by object; Job: Tunneling worker; Location: Heading face; Shift: Day shift; Team: Tunneling team,Body: Leg,0.0128205128205128,0.7499999999999999,3.8152173913043472,0.0094601504857915,3.2136752136752125,4,3,HazardMode:砸;Job:掘进工;Loc:掘进头;Shift:早班;Team:掘进队,Body:腿
All mined rules,Activity: Tunneling; HazardMode: Struck by object; Location: Heading face; Shift: Day shift,Body: Leg,0.0128205128205128,0.7499999999999999,3.8152173913043472,0.0094601504857915,3.2136752136752125,4,3,Act:掘进;HazardMode:砸;Loc:掘进头;Shift:早班,Body:腿
All mined rules,Activity: Tunneling; HazardMode: Struck by object; Location: Heading face; Shift: Day shift; Team: Tunneling team,Body: Leg,0.0128205128205128,0.7499999999999999,3.8152173913043472,0.0094601504857915,3.2136752136752125,4,3,Act:掘进;HazardMode:砸;Loc:掘进头;Shift:早班;Team:掘进队,Body:腿
All mined rules,Body: Foot; Location: Development face,HazardMode: Struck by object,0.0128205128205128,0.7499999999999999,3.8152173913043472,0.0094601504857915,3.2136752136752125,4,3,Body:脚;Loc:开拓迎头,HazardMode:砸
All mined rules,Body: Foot; Job: Development worker; Location: Development face,HazardMode: Struck by object,0.0128205128205128,0.7499999999999999,3.8152173913043472,0.0094601504857915,3.2136752136752125,4,3,Body:脚;Job:开拓工;Loc:开拓迎头,HazardMode:砸
All mined rules,Body: Foot; Location: Development face; Team: Development team,HazardMode: Struck by object,0.0128205128205128,0.7499999999999999,3.8152173913043472,0.0094601504857915,3.2136752136752125,4,3,Body:脚;Loc:开拓迎头;Team:开拓队,HazardMode:砸
All mined rules,Activity: Development driving; Body: Foot; Location: Development face,HazardMode: Struck by object,0.0128205128205128,0.7499999999999999,3.8152173913043472,0.0094601504857915,3.2136752136752125,4,3,Act:开拓;Body:脚;Loc:开拓迎头,HazardMode:砸
All mined rules,Body: Foot; Job: Development worker; Location: Development face; Team: Development team,HazardMode: Struck by object,0.0128205128205128,0.7499999999999999,3.8152173913043472,0.0094601504857915,3.2136752136752125,4,3,Body:脚;Job:开拓工;Loc:开拓迎头;Team:开拓队,HazardMode:砸
All mined rules,Activity: Development driving; Body: Foot; Job: Development worker; Location: Development face,HazardMode: Struck by object,0.0128205128205128,0.7499999999999999,3.8152173913043472,0.0094601504857915,3.2136752136752125,4,3,Act:开拓;Body:脚;Job:开拓工;Loc:开拓迎头,HazardMode:砸
All mined rules,Activity: Development driving; Body: Foot; Location: Development face; Team: Development team,HazardMode: Struck by object,0.0128205128205128,0.7499999999999999,3.8152173913043472,0.0094601504857915,3.2136752136752125,4,3,Act:开拓;Body:脚;Loc:开拓迎头;Team:开拓队,HazardMode:砸
All mined rules,Activity: Development driving; Body: Foot; Job: Development worker; Location: Development face; Team: Development team,HazardMode: Struck by object,0.0128205128205128,0.7499999999999999,3.8152173913043472,0.0094601504857915,3.2136752136752125,4,3,Act:开拓;Body:脚;Job:开拓工;Loc:开拓迎头;Team:开拓队,HazardMode:砸
All mined rules,HazardMode: Fall/slip; Shift: Middle shift,Body: Leg,0.0128205128205128,0.7499999999999999,3.8152173913043472,0.0094601504857915,3.2136752136752125,4,3,HazardMode:摔;Shift:中班,Body:腿
All mined rules,Activity: Coal mining; HazardMode: Struck by object; Location: Coalface; Shift: Middle shift,Job: Coal miner,0.0128205128205128,0.7499999999999999,3.8152173913043472,0.0094601504857915,3.2136752136752125,4,3,Act:采煤;HazardMode:砸;Loc:采煤工作面;Shift:中班,Job:采煤工
All mined rules,Activity: Coal mining; HazardMode: Struck by object; Location: Coalface; Shift: Middle shift; Team: Coal mining team,Job: Coal miner,0.0128205128205128,0.7499999999999999,3.8152173913043472,0.0094601504857915,3.2136752136752125,4,3,Act:采煤;HazardMode:砸;Loc:采煤工作面;Shift:中班;Team:采煤队,Job:采煤工
All mined rules,Activity: Coal mining; Body: Foot; HazardMode: Struck by object,Job: Coal miner,0.0128205128205128,0.7499999999999999,3.8152173913043472,0.0094601504857915,3.2136752136752125,4,3,Act:采煤;Body:脚;HazardMode:砸,Job:采煤工
All mined rules,Activity: Coal mining; Body: Foot; HazardMode: Struck by object; Team: Coal mining team,Job: Coal miner,0.0128205128205128,0.7499999999999999,3.8152173913043472,0.0094601504857915,3.2136752136752125,4,3,Act:采煤;Body:脚;HazardMode:砸;Team:采煤队,Job:采煤工
All mined rules,Activity: Coal mining; Body: Leg; Location: Coalface; Shift: Middle shift,Job: Coal miner,0.0128205128205128,0.7499999999999999,3.8152173913043472,0.0094601504857915,3.2136752136752125,4,3,Act:采煤;Body:腿;Loc:采煤工作面;Shift:中班,Job:采煤工
All mined rules,Activity: Coal mining; Body: Leg; Location: Coalface; Shift: Middle shift; Team: Coal mining team,Job: Coal miner,0.0128205128205128,0.7499999999999999,3.8152173913043472,0.0094601504857915,3.2136752136752125,4,3,Act:采煤;Body:腿;Loc:采煤工作面;Shift:中班;Team:采煤队,Job:采煤工
All mined rules,Activity: Coal mining; InjuryForm: Fracture; Location: Coalface; Shift: Night shift,Job: Coal miner,0.0128205128205128,0.7499999999999999,3.8152173913043472,0.0094601504857915,3.2136752136752125,4,3,Act:采煤;InjuryForm:骨折;Loc:采煤工作面;Shift:夜班,Job:采煤工
All mined rules,Activity: Coal mining; InjuryForm: Fracture; Location: Coalface; Shift: Night shift; Team: Coal mining team,Job: Coal miner,0.0128205128205128,0.7499999999999999,3.8152173913043472,0.0094601504857915,3.2136752136752125,4,3,Act:采煤;InjuryForm:骨折;Loc:采煤工作面;Shift:夜班;Team:采煤队,Job:采煤工
All mined rules,Activity: Walking; Team: Coal mining team,Body: Leg,0.0128205128205128,0.7499999999999999,3.8152173913043472,0.0094601504857915,3.2136752136752125,4,3,Act:行走;Team:采煤队,Body:腿
All mined rules,Body: Hand; HazardMode: Struck by object; Location: Coalface,Job: Coal miner,0.0128205128205128,0.7499999999999999,3.8152173913043472,0.0094601504857915,3.2136752136752125,4,3,Body:手;HazardMode:砸;Loc:采煤工作面,Job:采煤工
All mined rules,HazardMode: Struck by object; Location: Coalface; Shift: Middle shift,Job: Coal miner,0.0128205128205128,0.7499999999999999,3.8152173913043472,0.0094601504857915,3.2136752136752125,4,3,HazardMode:砸;Loc:采煤工作面;Shift:中班,Job:采煤工
All mined rules,HazardMode: Struck by object; Location: Coalface; Shift: Middle shift; Team: Coal mining team,Job: Coal miner,0.0128205128205128,0.7499999999999999,3.8152173913043472,0.0094601504857915,3.2136752136752125,4,3,HazardMode:砸;Loc:采煤工作面;Shift:中班;Team:采煤队,Job:采煤工
All mined rules,Activity: Coal mining,Team: Coal mining team,0.1581196581196581,0.9736842105263156,3.797368421052632,0.1164803857111549,28.25641025641017,38,37,Act:采煤,Team:采煤队
All mined rules,Team: Coal mining team,Activity: Coal mining,0.1581196581196581,0.6166666666666667,3.797368421052632,0.1164803857111549,2.1850613154960983,60,37,Team:采煤队,Act:采煤
All mined rules,Body: Leg; Job: Tunneling worker,Activity: Tunneling,0.0341880341880341,0.5333333333333334,3.781818181818183,0.0251479289940828,1.8406593406593408,15,8,Body:腿;Job:掘进工,Act:掘进
All mined rules,Activity: Coal mining; Job: Coal miner,Team: Coal mining team,0.1153846153846153,0.9642857142857144,3.760714285714286,0.0847030462415077,20.820512820512832,28,27,Act:采煤;Job:采煤工,Team:采煤队
All mined rules,Job: Tunneling worker; Team: Tunneling team,Activity: Tunneling,0.1153846153846153,0.5294117647058824,3.7540106951871657,0.0846482577251808,1.825320512820513,51,27,Job:掘进工;Team:掘进队,Act:掘进
All mined rules,InjuryForm: Fracture; Job: Tunneling worker; Team: Tunneling team,Activity: Tunneling,0.0384615384615384,0.5294117647058824,3.7540106951871657,0.0282160859083936,1.825320512820513,17,9,InjuryForm:骨折;Job:掘进工;Team:掘进队,Act:掘进
All mined rules,Job: Coal miner; Location: Coalface,Team: Coal mining team,0.1068376068376068,0.9615384615384616,3.75,0.0783475783475783,19.333333333333343,26,25,Job:采煤工;Loc:采煤工作面,Team:采煤队
All mined rules,Activity: Coal mining,Job: Coal miner,0.1196581196581196,0.7368421052631579,3.748283752860412,0.0877346774782672,3.052991452991453,38,28,Act:采煤,Job:采煤工
All mined rules,Job: Coal miner,Activity: Coal mining,0.1196581196581196,0.6086956521739131,3.748283752860412,0.0877346774782672,2.1405508072174744,46,28,Job:采煤工,Act:采煤
All mined rules,Body: Hand; HazardMode: Squeezing,Activity: Material handling,0.0341880341880341,0.32,3.7440000000000007,0.0250566148002045,1.3448969331322274,25,8,Body:手;HazardMode:挤,Act:搬运
All mined rules,Activity: Coal mining; Location: Coalface,Job: Coal miner,0.094017094017094,0.7333333333333334,3.730434782608696,0.0688143765066842,3.0128205128205137,30,22,Act:采煤;Loc:采煤工作面,Job:采煤工
All mined rules,Activity: Coal mining; Location: Coalface; Team: Coal mining team,Job: Coal miner,0.094017094017094,0.7333333333333334,3.730434782608696,0.0688143765066842,3.0128205128205137,30,22,Act:采煤;Loc:采煤工作面;Team:采煤队,Job:采煤工
All mined rules,HazardMode: Struck by object; Team: Coal mining team,Job: Coal miner,0.047008547008547,0.7333333333333334,3.730434782608696,0.0344071882533421,3.0128205128205137,15,11,HazardMode:砸;Team:采煤队,Job:采煤工
All mined rules,Body: Hand; Team: Coal mining team,Job: Coal miner,0.047008547008547,0.7333333333333334,3.730434782608696,0.0344071882533421,3.0128205128205137,15,11,Body:手;Team:采煤队,Job:采煤工
All mined rules,Activity: Coal mining; Team: Coal mining team,Job: Coal miner,0.1153846153846153,0.7297297297297298,3.712103407755582,0.0843012637884432,2.9726495726495736,37,27,Act:采煤;Team:采煤队,Job:采煤工
All mined rules,Activity: Tunneling; Job: Tunneling worker,Team: Tunneling team,0.1153846153846153,0.9642857142857144,3.699063231850117,0.0841916867557893,20.700854700854716,28,27,Act:掘进;Job:掘进工,Team:掘进队
All mined rules,Location: Coalface,Team: Coal mining team,0.1538461538461538,0.9473684210526316,3.694736842105264,0.1122068814376506,14.128205128205144,38,36,Loc:采煤工作面,Team:采煤队
All mined rules,Activity: Coal mining; Shift: Middle shift,Team: Coal mining team,0.0769230769230769,0.9473684210526316,3.694736842105264,0.0561034407188253,14.128205128205144,19,18,Act:采煤;Shift:中班,Team:采煤队
All mined rules,Location: Coalface; Shift: Middle shift,Team: Coal mining team,0.0769230769230769,0.9473684210526316,3.694736842105264,0.0561034407188253,14.128205128205144,19,18,Loc:采煤工作面;Shift:中班,Team:采煤队
All mined rules,Team: Coal mining team,Location: Coalface,0.1538461538461538,0.6000000000000001,3.694736842105264,0.1122068814376506,2.0940170940170946,60,36,Team:采煤队,Loc:采煤工作面
All mined rules,Body: Foot; Team: Coal mining team,Activity: Coal mining,0.0384615384615384,0.6000000000000001,3.694736842105264,0.0280517203594126,2.0940170940170946,15,9,Body:脚;Team:采煤队,Act:采煤
All mined rules,Body: Hand; Team: Coal mining team,Activity: Coal mining,0.0384615384615384,0.6000000000000001,3.694736842105264,0.0280517203594126,2.0940170940170946,15,9,Body:手;Team:采煤队,Act:采煤
All mined rules,HazardMode: Struck by object; Team: Coal mining team,Location: Coalface,0.0384615384615384,0.6000000000000001,3.694736842105264,0.0280517203594126,2.0940170940170946,15,9,HazardMode:砸;Team:采煤队,Loc:采煤工作面
All mined rules,Body: Foot; Job: Coal miner; Team: Coal mining team,Activity: Coal mining,0.0256410256410256,0.6,3.694736842105263,0.0187011469062751,2.094017094017094,10,6,Body:脚;Job:采煤工;Team:采煤队,Act:采煤
All mined rules,Body: Foot; Job: Coal miner; Team: Coal mining team,Location: Coalface,0.0256410256410256,0.6,3.694736842105263,0.0187011469062751,2.094017094017094,10,6,Body:脚;Job:采煤工;Team:采煤队,Loc:采煤工作面
All mined rules,Job: Coal miner; Location: Transport gate road,Activity: Coal mining,0.0128205128205128,0.6,3.694736842105263,0.0093505734531375,2.094017094017094,5,3,Job:采煤工;Loc:运输顺槽,Act:采煤
All mined rules,Job: Coal miner; Location: Transport gate road; Team: Coal mining team,Activity: Coal mining,0.0128205128205128,0.6,3.694736842105263,0.0093505734531375,2.094017094017094,5,3,Job:采煤工;Loc:运输顺槽;Team:采煤队,Act:采煤
All mined rules,Job: Mechanical and electrical worker; Shift: Middle shift; Team: Coal mining team,Activity: Coal mining,0.0128205128205128,0.6,3.694736842105263,0.0093505734531375,2.094017094017094,5,3,Job:机电工;Shift:中班;Team:采煤队,Act:采煤
All mined rules,Body: Foot; HazardMode: Struck by object; Job: Coal miner,Activity: Coal mining,0.0128205128205128,0.6,3.694736842105263,0.0093505734531375,2.094017094017094,5,3,Body:脚;HazardMode:砸;Job:采煤工,Act:采煤
All mined rules,Body: Foot; HazardMode: Struck by object; Job: Coal miner; Team: Coal mining team,Activity: Coal mining,0.0128205128205128,0.6,3.694736842105263,0.0093505734531375,2.094017094017094,5,3,Body:脚;HazardMode:砸;Job:采煤工;Team:采煤队,Act:采煤
All mined rules,Location: Track gate road; Shift: Middle shift; Team: Coal mining team,Activity: Coal mining,0.0128205128205128,0.6,3.694736842105263,0.0093505734531375,2.094017094017094,5,3,Loc:轨道顺槽;Shift:中班;Team:采煤队,Act:采煤
All mined rules,Activity: Coal mining; HazardMode: Collision,Location: Coalface,0.0128205128205128,0.6,3.694736842105263,0.0093505734531375,2.094017094017094,5,3,Act:采煤;HazardMode:碰,Loc:采煤工作面
All mined rules,Activity: Coal mining; HazardMode: Collision; Team: Coal mining team,Location: Coalface,0.0128205128205128,0.6,3.694736842105263,0.0093505734531375,2.094017094017094,5,3,Act:采煤;HazardMode:碰;Team:采煤队,Loc:采煤工作面
All mined rules,Activity: Coal mining; HazardMode: Collision; Job: Coal miner,Location: Coalface,0.0128205128205128,0.6,3.694736842105263,0.0093505734531375,2.094017094017094,5,3,Act:采煤;HazardMode:碰;Job:采煤工,Loc:采煤工作面
All mined rules,Activity: Coal mining; HazardMode: Collision; Job: Coal miner; Team: Coal mining team,Location: Coalface,0.0128205128205128,0.6,3.694736842105263,0.0093505734531375,2.094017094017094,5,3,Act:采煤;HazardMode:碰;Job:采煤工;Team:采煤队,Loc:采煤工作面
All mined rules,Body: Hand; Shift: Day shift; Team: Coal mining team,Activity: Coal mining,0.0128205128205128,0.6,3.694736842105263,0.0093505734531375,2.094017094017094,5,3,Body:手;Shift:早班;Team:采煤队,Act:采煤
All mined rules,Body: Hand; Job: Coal miner; Shift: Day shift; Team: Coal mining team,Activity: Coal mining,0.0128205128205128,0.6,3.694736842105263,0.0093505734531375,2.094017094017094,5,3,Body:手;Job:采煤工;Shift:早班;Team:采煤队,Act:采煤
All mined rules,Body: Leg; Job: Coal miner; Shift: Middle shift,Location: Coalface,0.0128205128205128,0.6,3.694736842105263,0.0093505734531375,2.094017094017094,5,3,Body:腿;Job:采煤工;Shift:中班,Loc:采煤工作面
All mined rules,Body: Leg; Job: Coal miner; Shift: Middle shift; Team: Coal mining team,Location: Coalface,0.0128205128205128,0.6,3.694736842105263,0.0093505734531375,2.094017094017094,5,3,Body:腿;Job:采煤工;Shift:中班;Team:采煤队,Loc:采煤工作面
All mined rules,Body: Leg; InjuryForm: Fracture; Team: Coal mining team,Location: Coalface,0.0128205128205128,0.6,3.694736842105263,0.0093505734531375,2.094017094017094,5,3,Body:腿;InjuryForm:骨折;Team:采煤队,Loc:采煤工作面
All mined rules,Body: Foot; HazardMode: Struck by object; Job: Coal miner,Location: Coalface,0.0128205128205128,0.6,3.694736842105263,0.0093505734531375,2.094017094017094,5,3,Body:脚;HazardMode:砸;Job:采煤工,Loc:采煤工作面
All mined rules,Body: Foot; HazardMode: Struck by object; Job: Coal miner; Team: Coal mining team,Location: Coalface,0.0128205128205128,0.6,3.694736842105263,0.0093505734531375,2.094017094017094,5,3,Body:脚;HazardMode:砸;Job:采煤工;Team:采煤队,Loc:采煤工作面
All mined rules,InjuryForm: Fracture; Location: Coalface,Team: Coal mining team,0.0726495726495726,0.9444444444444444,3.6833333333333336,0.0529257067718606,13.38461538461538,18,17,InjuryForm:骨折;Loc:采煤工作面,Team:采煤队
All mined rules,Shift: Night shift; Team: Tunneling team,Job: Tunneling worker,0.0555555555555555,0.9285714285714284,3.682808716707021,0.0404704507268609,10.470085470085458,14,13,Shift:夜班;Team:掘进队,Job:掘进工
All mined rules,Activity: Coal mining; InjuryForm: Fracture,Team: Coal mining team,0.0683760683760683,0.9411764705882352,3.670588235294118,0.0497479728248959,12.64102564102564,17,16,Act:采煤;InjuryForm:骨折,Team:采煤队
All mined rules,Job: Tunneling worker; Location: Heading face,Team: Tunneling team,0.094017094017094,0.9565217391304348,3.66928011404134,0.068394331214844,17.004273504273517,23,22,Job:掘进工;Loc:掘进头,Team:掘进队
All mined rules,Job: Coal miner; Team: Coal mining team,Location: Coalface,0.1068376068376068,0.5952380952380952,3.6654135338345855,0.0776901161516546,2.069381598793364,42,25,Job:采煤工;Team:采煤队,Loc:采煤工作面
All mined rules,Activity: Tunneling; Body: Leg; InjuryForm: Fracture,Shift: Night shift,0.0128205128205128,0.7499999999999999,3.65625,0.0093140477755862,3.1794871794871784,4,3,Act:掘进;Body:腿;InjuryForm:骨折,Shift:夜班
All mined rules,Activity: Tunneling; Body: Leg; InjuryForm: Fracture; Job: Tunneling worker,Shift: Night shift,0.0128205128205128,0.7499999999999999,3.65625,0.0093140477755862,3.1794871794871784,4,3,Act:掘进;Body:腿;InjuryForm:骨折;Job:掘进工,Shift:夜班
All mined rules,Activity: Tunneling; Body: Leg; InjuryForm: Fracture; Team: Tunneling team,Shift: Night shift,0.0128205128205128,0.7499999999999999,3.65625,0.0093140477755862,3.1794871794871784,4,3,Act:掘进;Body:腿;InjuryForm:骨折;Team:掘进队,Shift:夜班
All mined rules,Activity: Tunneling; Body: Leg; InjuryForm: Fracture; Job: Tunneling worker; Team: Tunneling team,Shift: Night shift,0.0128205128205128,0.7499999999999999,3.65625,0.0093140477755862,3.1794871794871784,4,3,Act:掘进;Body:腿;InjuryForm:骨折;Job:掘进工;Team:掘进队,Shift:夜班
All mined rules,Activity: Development driving; Body: Leg,Shift: Night shift,0.0128205128205128,0.7499999999999999,3.65625,0.0093140477755862,3.1794871794871784,4,3,Act:开拓;Body:腿,Shift:夜班
All mined rules,Activity: Development driving; Body: Leg; Team: Development team,Shift: Night shift,0.0128205128205128,0.7499999999999999,3.65625,0.0093140477755862,3.1794871794871784,4,3,Act:开拓;Body:腿;Team:开拓队,Shift:夜班
All mined rules,Activity: Development driving; Body: Leg; Job: Development worker,Shift: Night shift,0.0128205128205128,0.7499999999999999,3.65625,0.0093140477755862,3.1794871794871784,4,3,Act:开拓;Body:腿;Job:开拓工,Shift:夜班
All mined rules,Activity: Development driving; Body: Leg; Job: Development worker; Team: Development team,Shift: Night shift,0.0128205128205128,0.7499999999999999,3.65625,0.0093140477755862,3.1794871794871784,4,3,Act:开拓;Body:腿;Job:开拓工;Team:开拓队,Shift:夜班
All mined rules,Activity: Installation and recovery; Body: Foot; Shift: Day shift,Team: Ventilation team,0.017094017094017,0.5,3.65625,0.0124187303674483,1.7264957264957266,8,4,Act:安装回收;Body:脚;Shift:早班,Team:通风队
All mined rules,Activity: Installation and recovery; Location: Transport gate road,Team: Ventilation team,0.0128205128205128,0.5,3.65625,0.0093140477755862,1.7264957264957266,6,3,Act:安装回收;Loc:运输顺槽,Team:通风队
All mined rules,Activity: Maintenance; Location: Track gate road,Job: Repair worker,0.0128205128205128,0.5,3.65625,0.0093140477755862,1.7264957264957266,6,3,Act:检修;Loc:轨道顺槽,Job:检修工
All mined rules,Body: Hand; HazardMode: Squeezing; Shift: Middle shift,Team: Ventilation team,0.0128205128205128,0.5,3.65625,0.0093140477755862,1.7264957264957266,6,3,Body:手;HazardMode:挤;Shift:中班,Team:通风队
All mined rules,Activity: Roadway repair; Shift: Day shift,Job: Repair worker,0.0128205128205128,0.5,3.65625,0.0093140477755862,1.7264957264957266,6,3,Act:巷修;Shift:早班,Job:检修工
All mined rules,Job: Transport worker; Shift: Day shift,Team: Ventilation team,0.0128205128205128,0.5,3.65625,0.0093140477755862,1.7264957264957266,6,3,Job:运输工;Shift:早班,Team:通风队
All mined rules,Body: Ribs,HazardMode: Fall/slip,0.0128205128205128,0.3749999999999999,3.65625,0.0093140477755862,1.435897435897436,8,3,Body:肋骨,HazardMode:摔
All mined rules,Body: Leg; Job: Tunneling worker,Location: Heading face,0.0299145299145299,0.4666666666666667,3.640000000000001,0.0216962524654832,1.634615384615385,15,7,Body:腿;Job:掘进工,Loc:掘进头
All mined rules,Location: Transport gate road; Team: Coal mining team,Job: Coal miner,0.0213675213675213,0.7142857142857143,3.633540372670808,0.015486887281759,2.811965811965812,7,5,Loc:运输顺槽;Team:采煤队,Job:采煤工
